Month,CCI,BCI,CLI,CCI Monthly,BCI Monthly,CLI Monthly,CCI Yearly,BCI Yearly,CLI Yearly
1994-09,100.6692,101.2687,100.9155,0.0007057780358,0.0006689657217,-0.0006713981421,0.01532725679,0.01665531067,0.01266977425
1994-10,100.7637,101.2897,100.8246,0.0009387180985,0.0002073691081,-0.0009007536008,0.01340204153,0.01380486225,0.009869263855
1994-11,100.8786,101.1825,100.6875,0.001140291593,-0.001058350454,-0.001359787195,0.0111150023,0.009937426949,0.006111361477
1994-12,101.0559,100.9454,100.493,0.001757558095,-0.002343290589,-0.001931719429,0.007929312424,0.005030859189,0.001544778648
1995-01,101.1383,100.7197,100.2359,0.0008153902939,-0.002235862159,-0.002558387151,0.004512136983,0.001058509221,-0.003455835202
1995-02,101.0048,100.3395,99.91834,-0.001319974728,-0.00377483253,-0.00316812639,0.00168294572,-0.003946907346,-0.0085892602
1995-03,100.7827,99.84576,99.57162,-0.002198905399,-0.004920694243,-0.003470033629,-0.0004116075307,-0.009913580675,-0.01350261803
1995-04,100.6864,99.35683,99.24887,-0.0009555211361,-0.004896852906,-0.003241385447,-0.001071488099,-0.01589972871,-0.01763360335
1995-05,100.6737,98.89739,98.99394,-0.0001261342148,-0.004624141088,-0.002568593476,-0.0005757869668,-0.02160064028,-0.02057763733
1995-06,100.8013,98.75448,98.82409,0.001267461114,-0.001445033079,-0.001715761591,0.00175304522,-0.0237783944,-0.02222713628
1995-07,100.9191,98.87327,98.72602,0.001168635722,0.001202882138,-0.0009923693707,0.003650847323,-0.02280407509,-0.0228571372
1995-08,100.885,98.82278,98.6651,-0.0003378944125,-0.0005106536883,-0.0006170612367,0.002850945643,-0.02349996542,-0.02295627099
1995-09,100.647,98.74068,98.61262,-0.002359121772,-0.0008307801096,-0.0005319003376,-0.0002205242517,-0.02496348822,-0.02281988396
1995-10,100.4896,98.58601,98.56859,-0.001563881685,-0.00156642632,-0.0004464945765,-0.002720225637,-0.02669264496,-0.02237559088
1995-11,100.4114,98.44296,98.54774,-0.0007781899818,-0.001451017239,-0.0002115278305,-0.004631309316,-0.02707523534,-0.02125149597
